"outcome","group_variable","group_label","n","n_flag","pct_lib","pct_con","pct_ndp","pct_bq","pct_grn","pct_other","pct_none","none_label","year","dataset","mode"
"party_identity","religion_affiliation","Evangelical",35,"medium (n 30-99)",13.8,59.2,9.5,0,0,1.5,16.1,"no party identification",2011,"CES2011","phone"
"party_identity","religion_affiliation","None/Agnostic",493,"large (n 100+)",20.2,23.9,23.1,5.9,4.2,2.1,20.6,"no party identification",2011,"CES2011","phone"
"party_identity","religion_affiliation","Other",69,"medium (n 30-99)",11.5,40.8,17.1,0,3,1.8,25.7,"no party identification",2011,"CES2011","phone"
"party_identity","religion_affiliation","Protestant (mainline)",745,"large (n 100+)",19.2,48.1,13.1,0.2,1.4,1.5,16.4,"no party identification",2011,"CES2011","phone"
"party_identity","religion_importance","Not important at all",141,"large (n 100+)",22,19.5,24.3,11.4,0,0,22.8,"no party identification",2011,"CES2011","phone"
"party_identity","religion_importance","Not very important",332,"large (n 100+)",23.8,25.4,16.4,12.2,2.6,1.8,17.9,"no party identification",2011,"CES2011","phone"
"party_identity","religion_importance","Somewhat important",763,"large (n 100+)",21.4,36.6,16.3,4.3,1.1,0.6,19.7,"no party identification",2011,"CES2011","phone"
"party_identity","religion_importance","Very important",670,"large (n 100+)",19,44.4,9.1,2.4,1.6,1.9,21.7,"no party identification",2011,"CES2011","phone"
"party_identity","union_household","Non-union household",823,"large (n 100+)",20,37.4,13,3.9,2.3,1.4,21.9,"no party identification",2011,"CES2011","phone"
"party_identity","union_household","Union household",834,"large (n 100+)",19.2,28.5,19.8,7.9,2.5,1.4,20.8,"no party identification",2011,"CES2011","phone"
"party_identity","urban_rural","Rural/Small town",601,"large (n 100+)",16.1,36.3,16.6,6.2,1.9,2.6,20.2,"no party identification",2011,"CES2011","phone"
"party_identity","urban_rural","Urban (city/suburb)",1795,"large (n 100+)",22.1,32.9,16.4,5.1,2.1,1.2,20.1,"no party identification",2011,"CES2011","phone"
"party_identity","age_group","18 to 24",1039,"large (n 100+)",26.6,15.3,19.9,2.8,5,1,29.4,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","age_group","25 to 34",1360,"large (n 100+)",24,19.9,17.3,3.7,6.2,2.1,26.9,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","age_group","35 to 44",1634,"large (n 100+)",22.5,23,13.6,5.9,3.4,2.4,29.2,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","age_group","45 to 54",1853,"large (n 100+)",25.1,25.6,14.5,5.8,3.1,1.6,24.3,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","age_group","55 to 64",2115,"large (n 100+)",24.9,24.7,17.1,5.7,3.9,0.8,22.9,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","age_group","65 to 74",1789,"large (n 100+)",24.3,31.4,17.3,5.1,2.8,0.9,18.3,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","age_group","75 and over",780,"large (n 100+)",23.9,34.5,12.9,1.7,2.5,1.2,23.3,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","education_binary","College degree+",6548,"large (n 100+)",26.9,25.3,16,4.3,3.7,1.6,22.2,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","education_binary","No college degree",4066,"large (n 100+)",20.4,22.6,16.3,5.6,4.2,1.3,29.5,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","gender","Men",5138,"large (n 100+)",24.6,28.1,15.4,4.6,3.4,1.6,22.4,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","gender","Women",5535,"large (n 100+)",24.3,20.6,16.8,4.9,4.2,1.4,27.8,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","immigrant_generation","Canadian-born",9099,"large (n 100+)",23.9,24.2,16.6,5.5,3.8,1.3,24.6,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","immigrant_generation","Foreign-born (1st gen)",1564,"large (n 100+)",27.3,24.7,13.2,0.7,4.2,2.2,27.7,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","income_quartile","Q1 (< $30K)",668,"large (n 100+)",16,15.2,16.1,5.3,6.4,1.7,39.4,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","income_quartile","Q2 ($30K-$60K)",772,"large (n 100+)",21.5,22.1,13,3.5,4.4,1.8,33.6,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","income_quartile","Q3 ($60K-$110K)",736,"large (n 100+)",24.3,23.2,17.3,2.8,3.1,1.8,27.5,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","income_quartile","Q4 ($110K+)",312,"large (n 100+)",26.4,28.1,11.7,1.8,3.4,1.4,27.3,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","language","English",6286,"large (n 100+)",25.4,28.3,15.7,0.1,4.5,1.6,24.4,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","language","French",3174,"large (n 100+)",20.1,13.7,18.8,19.2,2.2,0.9,25.1,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","language","Other",1035,"large (n 100+)",27.8,25.7,11.6,0.3,3.8,1.8,29.1,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","marital_status","Divorced/Separated",763,"large (n 100+)",23.6,23.9,16.6,4.5,5.9,1,24.5,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","marital_status","Married/Partnered",4284,"large (n 100+)",24.4,28.9,15.7,4.3,3,1.5,22.3,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","marital_status","Never Married",1427,"large (n 100+)",25.6,16.9,19,4.6,4.6,2.4,26.9,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","marital_status","Widowed",437,"large (n 100+)",23.3,32.6,14.7,3.1,4.3,0.2,21.7,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","province","Alberta",733,"large (n 100+)",15.6,45.3,11,0.1,2.4,1.8,23.8,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","province","British Columbia",1225,"large (n 100+)",21,21.5,20.8,0.1,9,2.1,25.6,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","province","Manitoba",433,"large (n 100+)",24,27.2,15.5,0,5,0.8,27.5,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","province","New Brunswick",308,"large (n 100+)",26.4,18.5,13,0,4.1,2.2,35.7,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","province","Newfoundland and Labrador",213,"large (n 100+)",28.8,17.2,19.3,1,0,3.4,30.3,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","province","Nova Scotia",345,"large (n 100+)",30.9,16.9,16.2,0.3,2.7,1.3,31.7,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","province","Ontario",3672,"large (n 100+)",29.5,27.2,14.4,0.1,3.8,1.4,23.6,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","province","Prince Edward Island",200,"large (n 100+)",29.9,21.7,9,1.3,2.3,2.7,33.1,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","province","Quebec",3242,"large (n 100+)",21.3,13.1,17.9,19.6,2.2,1,24.9,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","province","Saskatchewan",310,"large (n 100+)",20.2,26.9,21.9,0,2.8,0.9,27.4,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","race_ethnicity","Black",65,"medium (n 30-99)",31.8,10.5,6.2,0,0,3.6,47.8,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","race_ethnicity","Chinese",261,"large (n 100+)",24.1,25.5,12,0,1.4,0.4,36.5,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","race_ethnicity","Hispanic/Latin American",85,"medium (n 30-99)",32.3,12,12.7,0.7,4.3,2.3,35.8,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","race_ethnicity","Indigenous",259,"large (n 100+)",21.4,12.9,25.3,3.2,6.6,3.1,27.6,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","race_ethnicity","Other",300,"large (n 100+)",32.2,15.3,18.3,0.8,3.3,2.8,27.2,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","race_ethnicity","Other Asian",35,"medium (n 30-99)",18.5,8.3,22.3,0,1.9,5.2,43.8,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","race_ethnicity","South Asian",202,"large (n 100+)",38.9,22.3,11.6,0.8,1.2,1.1,24.1,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","race_ethnicity","White/European",9158,"large (n 100+)",23.7,25.6,16.3,5.4,4,1.3,23.6,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","region","Alberta",733,"large (n 100+)",15.6,45.3,11,0.1,2.4,1.8,23.8,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","region","Atlantic",1066,"large (n 100+)",28.9,17.7,15.5,0.4,2.5,2.2,32.7,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","region","British Columbia",1225,"large (n 100+)",21,21.5,20.8,0.1,9,2.1,25.6,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","region","Ontario",3672,"large (n 100+)",29.5,27.2,14.4,0.1,3.8,1.4,23.6,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","region","Prairies",743,"large (n 100+)",22.2,27,18.5,0,3.9,0.8,27.5,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","region","Quebec",3242,"large (n 100+)",21.3,13.1,17.9,19.6,2.2,1,24.9,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_affiliation","Buddhist",96,"medium (n 30-99)",22.6,18.5,18.9,2.4,5.1,2.4,30.3,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_affiliation","Catholic",3063,"large (n 100+)",26.7,21.4,15.5,9.6,1.9,1.1,23.7,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_affiliation","Evangelical",160,"large (n 100+)",12.5,50.7,13,0.4,0.7,0,22.6,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_affiliation","Hindu",92,"medium (n 30-99)",36.9,31.4,6.3,0,1.1,1.8,22.5,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_affiliation","Jewish",91,"medium (n 30-99)",35.3,37.2,13.4,0,0,1.1,13,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_affiliation","Muslim",173,"large (n 100+)",49.6,7.7,15.8,0.3,1,2.6,23,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_affiliation","None/Agnostic",2810,"large (n 100+)",23,16.4,18.7,4.8,5.5,2,29.5,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_affiliation","Orthodox",109,"large (n 100+)",22.7,23.5,15.9,0,6.7,2,29.3,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_affiliation","Other",766,"large (n 100+)",22.6,19.3,18.5,3,7.5,2.1,27.1,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_affiliation","Protestant (mainline)",2520,"large (n 100+)",23,38.3,13.6,1.2,3.7,0.9,19.3,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_affiliation","Sikh",44,"medium (n 30-99)",46.1,13.6,4.2,0,1.9,4.5,29.6,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_importance","Not important at all",879,"large (n 100+)",21.7,21.1,18.1,7.6,5.2,1,25.3,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_importance","Not very important",1678,"large (n 100+)",25.6,23.5,17.8,9,2.8,1.1,20.2,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_importance","Somewhat important",2810,"large (n 100+)",28,26,15.2,4.2,3.3,1.4,22,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","religion_importance","Very important",2064,"large (n 100+)",23.5,36.1,12.4,1.4,2.4,1.3,22.9,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","union_household","Non-union household",3693,"large (n 100+)",24.8,27.5,14.9,4,3.7,1.9,23.2,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","union_household","Union household",2091,"large (n 100+)",24.1,22.2,20.5,5,3.7,1.2,23.3,"no party identification",2015,"CES2015","mixed_phone_web"
"party_identity","age_group","18 to 24",128,"large (n 100+)",25.2,13.5,29.9,0.7,16.4,0.8,13.5,"no party identification",2019,"CES2019","online"
"party_identity","age_group","25 to 34",618,"large (n 100+)",27.7,22.1,18.8,3.8,8.7,3.1,15.9,"no party identification",2019,"CES2019","online"
"party_identity","age_group","35 to 44",734,"large (n 100+)",28.2,25.1,16.4,4.1,5.7,2.7,17.8,"no party identification",2019,"CES2019","online"
"party_identity","age_group","45 to 54",831,"large (n 100+)",28.6,28.9,12.5,3.9,6.6,3.3,16.3,"no party identification",2019,"CES2019","online"
"party_identity","age_group","55 to 64",1268,"large (n 100+)",33.5,27.5,10.2,9.8,4.1,1.4,13.6,"no party identification",2019,"CES2019","online"
"party_identity","age_group","65 to 74",1237,"large (n 100+)",36.8,30.7,10.1,6.8,2.9,0.7,12.2,"no party identification",2019,"CES2019","online"
"party_identity","age_group","75 and over",361,"large (n 100+)",33.5,40.6,8.4,2.5,4.9,0.4,9.6,"no party identification",2019,"CES2019","online"
"party_identity","education_binary","College degree+",3800,"large (n 100+)",33.8,26.1,15.4,3.5,6.3,1.8,13.2,"no party identification",2019,"CES2019","online"
"party_identity","education_binary","No college degree",1369,"large (n 100+)",27,28,12.8,7.3,6.3,2.3,16.4,"no party identification",2019,"CES2019","online"
"party_identity","gender","Men",2426,"large (n 100+)",32.1,29.6,11,6.7,5.2,1.9,13.5,"no party identification",2019,"CES2019","online"
"party_identity","gender","Women",2723,"large (n 100+)",29.4,24.6,17.1,3.9,7.2,2.1,15.7,"no party identification",2019,"CES2019","online"
"party_identity","immigrant_generation","2nd gen (Canadian-born, foreign parent)",1187,"large (n 100+)",32.3,27,16.5,1.5,5.8,2,14.8,"no party identification",2019,"CES2019","online"
"party_identity","immigrant_generation","Canadian-born",3239,"large (n 100+)",29,26.5,14,7.5,6.2,2,14.8,"no party identification",2019,"CES2019","online"
"party_identity","immigrant_generation","Foreign-born (1st gen)",737,"large (n 100+)",36,29.3,11.4,0.6,7.3,2.1,13.3,"no party identification",2019,"CES2019","online"
"party_identity","income_quartile","Q1 (< $30K)",577,"large (n 100+)",29.5,18.3,17.5,5.6,9.9,2.8,16.3,"no party identification",2019,"CES2019","online"
"party_identity","income_quartile","Q2 ($30K-$60K)",1081,"large (n 100+)",26.8,23.8,15.7,7.1,8,1.8,16.9,"no party identification",2019,"CES2019","online"
"party_identity","income_quartile","Q3 ($60K-$110K)",1777,"large (n 100+)",30.3,29.1,15.2,6,5.3,2.2,12,"no party identification",2019,"CES2019","online"
"party_identity","income_quartile","Q4 ($110K+)",1325,"large (n 100+)",35.6,34.2,9.5,2.9,4.2,2,11.5,"no party identification",2019,"CES2019","online"
"party_identity","language","English",4179,"large (n 100+)",30.7,30.7,15.5,0.3,6.7,2,14.1,"no party identification",2019,"CES2019","online"
"party_identity","language","French",782,"large (n 100+)",29.8,11.9,10.4,25.4,4.6,2.5,15.5,"no party identification",2019,"CES2019","online"
"party_identity","language","Other",207,"large (n 100+)",36.3,30.6,9.5,0,5.8,0.3,17.5,"no party identification",2019,"CES2019","online"
"party_identity","marital_status","Divorced/Separated",556,"large (n 100+)",29.6,23.8,13.1,11.1,7.4,1.4,13.6,"no party identification",2019,"CES2019","online"
"party_identity","marital_status","Married/Partnered",3329,"large (n 100+)",30.8,30.7,12.3,4.8,5.5,2,13.8,"no party identification",2019,"CES2019","online"
"party_identity","marital_status","Never Married",986,"large (n 100+)",30,18.4,19.1,4.9,8.3,2.3,17,"no party identification",2019,"CES2019","online"
"party_identity","marital_status","Widowed",262,"large (n 100+)",34.4,31,16.4,1.4,3.4,1.3,12.2,"no party identification",2019,"CES2019","online"
"party_identity","province","Alberta",654,"large (n 100+)",14.7,55.2,9.9,0,2.3,3.5,14.5,"no party identification",2019,"CES2019","online"
"party_identity","province","British Columbia",721,"large (n 100+)",28.1,26.2,20.4,0,9.1,2.2,13.8,"no party identification",2019,"CES2019","online"
"party_identity","province","Manitoba",239,"large (n 100+)",22.8,42.5,18.4,0,4.1,0.9,11.3,"no party identification",2019,"CES2019","online"
"party_identity","province","New Brunswick",139,"large (n 100+)",32.8,24.1,8.8,0,13.9,1.4,18.9,"no party identification",2019,"CES2019","online"
"party_identity","province","Newfoundland and Labrador",96,"medium (n 30-99)",33.8,20.2,22.1,0,0.9,0,23.1,"no party identification",2019,"CES2019","online"
"party_identity","province","Nova Scotia",173,"large (n 100+)",40.1,19.1,14.5,0,8.6,1.5,16.3,"no party identification",2019,"CES2019","online"
"party_identity","province","Ontario",2073,"large (n 100+)",34.5,26.1,15.2,0,7.6,2.4,14.2,"no party identification",2019,"CES2019","online"
"party_identity","province","Prince Edward Island",34,"medium (n 30-99)",23.7,25.5,3.9,0,26,0,20.9,"no party identification",2019,"CES2019","online"
"party_identity","province","Quebec",859,"large (n 100+)",35.2,12.5,10.2,21.6,3.9,1.3,15.3,"no party identification",2019,"CES2019","online"
"party_identity","province","Saskatchewan",189,"large (n 100+)",14.5,50,18.7,0,2,1,13.7,"no party identification",2019,"CES2019","online"
"party_identity","race_ethnicity","Chinese",212,"large (n 100+)",29,32.2,7.8,0,7.9,2.1,20.9,"no party identification",2019,"CES2019","online"
"party_identity","race_ethnicity","Hispanic/Latin American",40,"medium (n 30-99)",27.7,15.5,13,0,5.4,5.2,33.3,"no party identification",2019,"CES2019","online"
"party_identity","race_ethnicity","Indigenous",221,"large (n 100+)",25.9,25.5,19.9,2.1,8.1,1.5,16.9,"no party identification",2019,"CES2019","online"
"party_identity","race_ethnicity","Other",431,"large (n 100+)",40.6,27.8,14.8,0,4.1,1.7,11,"no party identification",2019,"CES2019","online"
"party_identity","race_ethnicity","South Asian",82,"medium (n 30-99)",43.4,11,20.3,0,10.2,4,11.1,"no party identification",2019,"CES2019","online"
"party_identity","race_ethnicity","White/European",3850,"large (n 100+)",30.4,26.9,14,6.9,6.2,2,13.6,"no party identification",2019,"CES2019","online"
"party_identity","region","Alberta",654,"large (n 100+)",14.7,55.2,9.9,0,2.3,3.5,14.5,"no party identification",2019,"CES2019","online"
"party_identity","region","Atlantic",442,"large (n 100+)",35.1,21.5,13.4,0,10,1,18.9,"no party identification",2019,"CES2019","online"
"party_identity","region","British Columbia",721,"large (n 100+)",28.1,26.2,20.4,0,9.1,2.2,13.8,"no party identification",2019,"CES2019","online"
"party_identity","region","Ontario",2073,"large (n 100+)",34.5,26.1,15.2,0,7.6,2.4,14.2,"no party identification",2019,"CES2019","online"
"party_identity","region","Prairies",428,"large (n 100+)",19,46,18.5,0,3.1,1,12.4,"no party identification",2019,"CES2019","online"
"party_identity","region","Quebec",859,"large (n 100+)",35.2,12.5,10.2,21.6,3.9,1.3,15.3,"no party identification",2019,"CES2019","online"
"party_identity","religion_affiliation","Buddhist",48,"medium (n 30-99)",33.6,11.9,24.1,0,5.1,13,12.4,"no party identification",2019,"CES2019","online"
"party_identity","religion_affiliation","Catholic",1418,"large (n 100+)",34.2,25.1,9.9,10.7,4.2,1.3,14.6,"no party identification",2019,"CES2019","online"
"party_identity","religion_affiliation","Evangelical",114,"large (n 100+)",21.7,50.9,14.1,0,2.5,3.8,7,"no party identification",2019,"CES2019","online"
"party_identity","religion_affiliation","Jewish",91,"medium (n 30-99)",47.5,30.7,6.2,0,3.1,0.9,11.6,"no party identification",2019,"CES2019","online"
"party_identity","religion_affiliation","Muslim",55,"medium (n 30-99)",72.7,5,10.3,0,5.7,3.2,3.2,"no party identification",2019,"CES2019","online"
"party_identity","religion_affiliation","None/Agnostic",1667,"large (n 100+)",28.8,21.3,19.6,5.4,8.8,2.2,13.9,"no party identification",2019,"CES2019","online"
"party_identity","religion_affiliation","Orthodox",71,"medium (n 30-99)",44.5,38.4,7.7,0,3,1.1,5.3,"no party identification",2019,"CES2019","online"
"party_identity","religion_affiliation","Other",188,"large (n 100+)",15.7,24.2,17.9,1.7,13.1,3.8,23.6,"no party identification",2019,"CES2019","online"
"party_identity","religion_affiliation","Protestant (mainline)",1207,"large (n 100+)",28.1,40.1,11.1,0.6,4.6,1.9,13.6,"no party identification",2019,"CES2019","online"
"party_identity","religion_attendance","A few times/year",1585,"large (n 100+)",33.4,26,13,5.6,6.4,2.7,13,"no party identification",2019,"CES2019","online"
"party_identity","religion_attendance","Monthly",367,"large (n 100+)",32.1,30.5,14,2,6.3,2.1,13,"no party identification",2019,"CES2019","online"
"party_identity","religion_attendance","Never",2577,"large (n 100+)",29.8,24.4,16,5.8,6.7,1.7,15.5,"no party identification",2019,"CES2019","online"
"party_identity","religion_attendance","Weekly or more",467,"large (n 100+)",29.1,47,7,1.9,3.1,1.6,10.3,"no party identification",2019,"CES2019","online"
"party_identity","religion_importance","Not important at all",686,"large (n 100+)",31.1,22,16.3,6.8,6.4,1.8,15.8,"no party identification",2019,"CES2019","online"
"party_identity","religion_importance","Not very important",997,"large (n 100+)",32.4,26.4,12.5,8.5,5,2.5,12.6,"no party identification",2019,"CES2019","online"
"party_identity","religion_importance","Somewhat important",1286,"large (n 100+)",33.8,29.1,10.7,3.7,5,1.6,16,"no party identification",2019,"CES2019","online"
"party_identity","religion_importance","Very important",808,"large (n 100+)",31.9,36.8,10.6,1.4,4.7,2,12.5,"no party identification",2019,"CES2019","online"
"party_identity","sexual_orientation","Bisexual",138,"large (n 100+)",20.1,13.1,29,2.3,12,2.7,20.8,"no party identification",2019,"CES2019","online"
"party_identity","sexual_orientation","Gay/Lesbian",214,"large (n 100+)",51.5,13,14.4,3.8,5.8,1.5,10,"no party identification",2019,"CES2019","online"
"party_identity","sexual_orientation","Queer/Other",31,"medium (n 30-99)",13.5,19.4,24.3,2.7,4.1,10.4,25.5,"no party identification",2019,"CES2019","online"
"party_identity","sexual_orientation","Straight/Heterosexual",4665,"large (n 100+)",30.2,28.5,13.5,5.5,6,2,14.3,"no party identification",2019,"CES2019","online"
"party_identity","union_household","Non-union household",4208,"large (n 100+)",30.3,28.2,13.1,5.4,6.1,2.1,14.8,"no party identification",2019,"CES2019","online"
"party_identity","union_household","Union household",942,"large (n 100+)",32.4,21.7,19.3,4.2,6.6,1.9,13.9,"no party identification",2019,"CES2019","online"
"party_identity","urban_rural","Large city",2273,"large (n 100+)",33.5,24.1,16.9,3.3,5.6,1.6,15.1,"no party identification",2019,"CES2019","online"
"party_identity","urban_rural","Rural/Small town",1129,"large (n 100+)",24.8,32.4,12.9,5.2,6.7,4,14.2,"no party identification",2019,"CES2019","online"
"party_identity","urban_rural","Suburban/Mid-sized city",1757,"large (n 100+)",31.4,26.9,12.1,7.6,6.9,1.3,13.8,"no party identification",2019,"CES2019","online"
"party_identity","age_group","18 to 24",250,"large (n 100+)",19.2,19.4,18.7,3.3,8.3,1.3,29.8,"no party identification",2019,"CES2019","phone"
"party_identity","age_group","25 to 34",557,"large (n 100+)",25.2,19.8,20,2.2,5.3,0.5,26.9,"no party identification",2019,"CES2019","phone"
"party_identity","age_group","35 to 44",685,"large (n 100+)",26.2,23.5,12.3,5.4,4.4,1.2,27,"no party identification",2019,"CES2019","phone"
"party_identity","age_group","45 to 54",717,"large (n 100+)",30,25.6,10.4,4.2,3.8,0.9,25.1,"no party identification",2019,"CES2019","phone"
"party_identity","age_group","55 to 64",783,"large (n 100+)",30.8,28.2,9.5,4.9,3.2,1.3,22.2,"no party identification",2019,"CES2019","phone"
"party_identity","age_group","65 to 74",658,"large (n 100+)",32.8,28.4,9.4,3.3,4,1.3,20.8,"no party identification",2019,"CES2019","phone"
"party_identity","age_group","75 and over",299,"large (n 100+)",35.1,35.3,4,4.9,0.7,1.4,18.6,"no party identification",2019,"CES2019","phone"
"party_identity","education_binary","College degree+",2905,"large (n 100+)",31.4,24.2,12.2,3.5,4.2,1.1,23.5,"no party identification",2019,"CES2019","phone"
"party_identity","education_binary","No college degree",1033,"large (n 100+)",22.6,30.7,10.1,5.8,3.5,1.2,26.1,"no party identification",2019,"CES2019","phone"
"party_identity","gender","Men",2238,"large (n 100+)",27.6,29.4,9.6,3.8,3.8,1.3,24.5,"no party identification",2019,"CES2019","phone"
"party_identity","gender","Women",1710,"large (n 100+)",31,21.4,14.3,4.5,4.3,0.9,23.6,"no party identification",2019,"CES2019","phone"
"party_identity","immigrant_generation","2nd gen (Canadian-born, foreign parent)",519,"large (n 100+)",34.2,27.1,10.9,1.3,5.7,1.9,18.8,"no party identification",2019,"CES2019","phone"
"party_identity","immigrant_generation","Canadian-born",1907,"large (n 100+)",26.6,26.8,11.1,6.5,3.9,1,24.1,"no party identification",2019,"CES2019","phone"
"party_identity","immigrant_generation","Foreign-born (1st gen)",407,"large (n 100+)",41.6,20.1,9,1.2,3.4,1.3,23.5,"no party identification",2019,"CES2019","phone"
"party_identity","income_quartile","Q1 (< $30K)",606,"large (n 100+)",24.6,20.7,13.7,5.8,5.3,2.1,27.8,"no party identification",2019,"CES2019","phone"
"party_identity","income_quartile","Q2 ($30K-$60K)",820,"large (n 100+)",24.5,25.7,13.2,5.6,5.5,0.4,25,"no party identification",2019,"CES2019","phone"
"party_identity","income_quartile","Q3 ($60K-$110K)",1092,"large (n 100+)",33.1,23.6,12,4.4,2.5,0.9,23.4,"no party identification",2019,"CES2019","phone"
"party_identity","income_quartile","Q4 ($110K+)",1165,"large (n 100+)",31.6,30.4,10.4,2.3,3.5,1.3,20.5,"no party identification",2019,"CES2019","phone"
"party_identity","language","English",2761,"large (n 100+)",27.7,30.8,12,0,4.4,1.4,23.7,"no party identification",2019,"CES2019","phone"
"party_identity","language","French",751,"large (n 100+)",28,12.6,10.2,18.8,3.9,0.6,25.8,"no party identification",2019,"CES2019","phone"
"party_identity","language","Other",432,"large (n 100+)",38,23.3,12.6,0.2,2.3,0.7,22.9,"no party identification",2019,"CES2019","phone"
"party_identity","marital_status","Divorced/Separated",328,"large (n 100+)",30.5,17.9,9.9,9.2,4.5,1.9,26.2,"no party identification",2019,"CES2019","phone"
"party_identity","marital_status","Married/Partnered",1859,"large (n 100+)",31.5,29.7,8.8,4,3.6,1.3,21.1,"no party identification",2019,"CES2019","phone"
"party_identity","marital_status","Never Married",496,"large (n 100+)",26.5,15.2,18.7,4.4,7,1.1,27.1,"no party identification",2019,"CES2019","phone"
"party_identity","marital_status","Widowed",133,"large (n 100+)",32.6,30.8,8.8,4,0.5,0,23.4,"no party identification",2019,"CES2019","phone"
"party_identity","province","Alberta",277,"large (n 100+)",12.9,54.9,10.9,0,1.8,0.7,18.7,"no party identification",2019,"CES2019","phone"
"party_identity","province","British Columbia",793,"large (n 100+)",23.8,25.5,15.6,0,8.2,1.6,25.3,"no party identification",2019,"CES2019","phone"
"party_identity","province","Manitoba",258,"large (n 100+)",23.5,35.2,12.5,0,2.7,0.4,25.8,"no party identification",2019,"CES2019","phone"
"party_identity","province","New Brunswick",199,"large (n 100+)",30.7,25.5,3.5,0,7.2,1.5,31.6,"no party identification",2019,"CES2019","phone"
"party_identity","province","Newfoundland and Labrador",198,"large (n 100+)",34.7,19.8,11.9,0,1.4,0.4,31.9,"no party identification",2019,"CES2019","phone"
"party_identity","province","Nova Scotia",195,"large (n 100+)",29.4,23.5,12.5,0,4.4,1.5,28.6,"no party identification",2019,"CES2019","phone"
"party_identity","province","Ontario",793,"large (n 100+)",35.9,24.4,11.6,0,3.4,1.3,23.4,"no party identification",2019,"CES2019","phone"
"party_identity","province","Prince Edward Island",196,"large (n 100+)",37.8,21.8,3.5,0,5.7,0,31.3,"no party identification",2019,"CES2019","phone"
